dataset_id,library_id,sample_id,rna_assay,tcr_assay,tcr_scope,active,notes
GSE243013,P201,P201,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P204,P204,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P205,P205,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P206,P206,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P207,P207,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P209,P209,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P213,P213,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P218,P218,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P221,P221,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P224,P224,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P226,P226,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P227,P227,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P23,P23,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P233,P233,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P234,P234,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P235,P235,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P24,P24,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P243,P243,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P247,P247,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P248,P248,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P249,P249,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P257,P257,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P258,P258,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P259,P259,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P26,P26,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P261,P261,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P264,P264,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P265,P265,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P266,P266,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P267,P267,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P268,P268,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P270,P270,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P271,P271,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P273,P273,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P276,P276,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P277,P277,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P278,P278,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P279,P279,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P280,P280,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P281,P281,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P282,P282,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P285,P285,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P286,P286,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P287,P287,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P288,P288,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P289,P289,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P290,P290,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P291,P291,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P292,P292,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P293,P293,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P296,P296,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P297,P297,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P298,P298,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P3,P3,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P303,P303,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P304,P304,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P309,P309,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P31,P31,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P312,P312,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P32,P32,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P321,P321,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P322,P322,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P323,P323,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P325,P325,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P328,P328,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P329,P329,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P33,P33,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P334,P334,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P337,P337,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P339,P339,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P34,P34,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P340,P340,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P346,P346,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P347,P347,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P349,P349,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P35,P35,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P355,P355,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P36,P36,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P365,P365,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P367,P367,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P368,P368,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P371,P371,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P372,P372,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P377,P377,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P380,P380,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P382,P382,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P387,P387,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P389,P389,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P39,P39,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P390,P390,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P391,P391,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P394,P394,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P395,P395,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P399,P399,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P4,P4,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P402,P402,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P403,P403,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P404,P404,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P405,P405,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P407,P407,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P412,P412,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P414,P414,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P416,P416,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P417,P417,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P418,P418,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P420,P420,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P423,P423,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P427,P427,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P428,P428,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P43,P43,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P432,P432,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P433,P433,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P435,P435,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P44,P44,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P445,P445,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P45,P45,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P453,P453,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P454,P454,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P457,P457,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P459,P459,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P46,P46,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P462,P462,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P463,P463,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P464,P464,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P467,P467,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P469,P469,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P47,P47,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P470,P470,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P471,P471,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P472,P472,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P473,P473,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P477,P477,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P481,P481,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P482,P482,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P483,P483,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P485,P485,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P486,P486,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P488,P488,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P490,P490,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P491,P491,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P494,P494,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P495,P495,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P496,P496,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P498,P498,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P5,P5,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P502,P502,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P509,P509,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P510,P510,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P511,P511,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P520,P520,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P523,P523,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P524,P524,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
